kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
srad_v1-rodinia-3.6.sm_70.ptx 424 : 6144 36864 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 88 : 230400 2744 0 0 0 0 0 0 1 
srad_v1-rodinia-3.6.sm_70.ptx 425 : 6144 25600 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 90 : 229916 1533156 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 91 : 229916 2596700 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 428 : 1024 10752 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 92 : 229916 3515452 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 429 : 1024 6400 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 93 : 229916 86615564 0 0 0 28740 7185 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 430 : 1024 5622 0 0 0 0 0 0 2 
srad_v1-rodinia-3.6.sm_70.ptx 94 : 229916 1988900 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 95 : 229916 3060892 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 432 : 2 18 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 96 : 229916 3590480 0 0 0 28740 7185 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 433 : 2 20 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 97 : 229916 12423452 0 0 0 28740 7185 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 434 : 2 16 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 98 : 229916 2230748 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 435 : 2 18 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 99 : 229916 1885736 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 436 : 2 18 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 100 : 229916 2499512 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 437 : 2 50 0 2 2 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 101 : 229916 2505104 0 0 0 28740 7185 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 438 : 2 10 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 104 : 230400 1700672 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 441 : 2 12 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 138 : 230366 2749870 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 139 : 230366 3577742 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 141 : 230366 2041596 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 142 : 230366 2166424 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 143 : 230366 2695924 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 144 : 230366 1098374 0 7200 7200 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 145 : 230366 1503904 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 146 : 230366 2148110 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 147 : 230366 84939110 32 0 0 29190 7200 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 148 : 230366 1404406 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 573 : 229888 1744160 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 574 : 229888 1782944 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 575 : 229888 1651866 0 0 0 0 0 0 7184 
srad_v1-rodinia-3.6.sm_70.ptx 577 : 7184 57262 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 578 : 7184 59096 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 579 : 7184 89646 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 580 : 7184 227179 0 7184 7184 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 581 : 7184 226667 0 7184 7184 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 582 : 7184 68007 0 0 0 0 0 0 0 
srad_v1-rodinia-3.6.sm_70.ptx 583 : 7184 61509 0 7184 7184 0 0 0 0 
